SYSCODE,CODE,REGIONAL,KABUPATEN,KECAMATAN,STATUS,THREE LETTER CODE,MANIFEST DOMESTIC,MANIFEST INTERCITY,ZONA TARIF (PPDD),ZONA DELEVERY (QCE),RING ORIGIN,WILAYAH
SRG21817,SRG,JATENG,Banjarnegara,Wanayasa,,SRG-BJN,SRG21800,SRG21800,C,C,RING 2,
SRG21818,SRG,JATENG,Banjarnegara,Pagedongan,,SRG-BJN,SRG21800,SRG21800,C,C,RING 2,
SRG21819,SRG,JATENG,Banjarnegara,Pandanarum,,SRG-BJN,SRG21800,SRG21800,C,C,RING 2,
SRG22200,SRG,JATENG,Pekalongan,Kajen,,SRG-PKL,SRG10300,SRG10300,B,B,RING 2,
SRG22201,SRG,JATENG,Pekalongan,Bojong,,SRG-PKL,SRG10300,SRG10300,C,C,RING 2,
SRG22202,SRG,JATENG,Pekalongan,Buaran,,SRG-PKL,SRG10300,SRG10300,B,C,RING 2,
SRG22203,SRG,JATENG,Pekalongan,Doro,,SRG-PKL,SRG10300,SRG10300,C,C,RING 2,
SRG22204,SRG,JATENG,Pekalongan,Kandangserang,,SRG-PKL,SRG10300,SRG10300,C,C,RING 2,
SRG22205,SRG,JATENG,Pekalongan,Karanganyar,,SRG-PKL,SRG10300,SRG10300,C,C,RING 2,
SRG22206,SRG,JATENG,Pekalongan,Karangdadap,,SRG-PKL,SRG10300,SRG10300,C,C,RING 2,
SRG22207,SRG,JATENG,Pekalongan,Kedungwuni,,SRG-PKL,SRG10300,SRG10300,C,C,RING 2,
SRG22208,SRG,JATENG,Pekalongan,Kesesi,,SRG-PKL,SRG10300,SRG10300,C,C,RING 2,
SRG22209,SRG,JATENG,Pekalongan,Lebakbarang,,SRG-PKL,SRG10300,SRG10300,C,C,RING 2,
SRG22210,SRG,JATENG,Pekalongan,Paninggaran,,SRG-PKL,SRG10300,SRG10300,C,C,RING 2,
SRG22211,SRG,JATENG,Pekalongan,Petungkriono/Petungkriyono,,SRG-PKL,SRG10300,SRG10300,C,C,RING 2,
SRG22212,SRG,JATENG,Pekalongan,Siwalan,,SRG-PKL,SRG10300,SRG10300,C,C,RING 2,
SRG22213,SRG,JATENG,Pekalongan,Sragi,,SRG-PKL,SRG10300,SRG10300,C,C,RING 2,
SRG22214,SRG,JATENG,Pekalongan,Talun,,SRG-PKL,SRG10300,SRG10300,C,C,RING 2,
SRG22215,SRG,JATENG,Pekalongan,Tirto,,SRG-PKL,SRG10300,SRG10300,B,C,RING 2,
SRG22216,SRG,JATENG,Pekalongan,Wiradesa,,SRG-PKL,SRG10300,SRG10300,B,C,RING 2,
SRG22217,SRG,JATENG,Pekalongan,Wonokerto,,SRG-PKL,SRG10300,SRG10300,C,C,RING 2,
SRG22218,SRG,JATENG,Pekalongan,Wonopringgo,,SRG-PKL,SRG10300,SRG10300,C,C,RING 2,
TGL10000,TGL,JATENG,Tegal,Tegal,CABANG UTAMA,TGL,TGL10000,TGL10000,A,A,RING 1,
TGL10001,TGL,JATENG,Tegal,Margadana,,TGL,TGL10000,TGL10000,A,A,RING 1,
TGL10002,TGL,JATENG,Tegal,Tegal Barat,,TGL,TGL10000,TGL10000,A,A,RING 1,
TGL10003,TGL,JATENG,Tegal,Tegal Selatan,,TGL,TGL10000,TGL10000,A,A,RING 1,
TGL10004,TGL,JATENG,Tegal,Tegal Timur,,TGL,TGL10000,TGL10000,A,A,RING 1,
TGL10200,TGL,JATENG,Kab. Tegal,Slawi,CABANG,TGL-SLW,TGL10200,TGL10200,B,B,RING 2,
TGL10201,TGL,JATENG,Tegal,Adiwerna,,TGL-SLW,TGL10200,TGL10200,B,B,RING 2,
TGL10202,TGL,JATENG,Tegal,Dukuhturi,,TGL-SLW,TGL10200,TGL10200,B,B,RING 2,
TGL10203,TGL,JATENG,Tegal,Talang,,TGL-SLW,TGL10200,TGL10200,B,B,RING 2,
TGL10204,TGL,JATENG,Tegal,Tarub,,TGL-SLW,TGL10200,TGL10200,B,B,RING 2,
TGL10205,TGL,JATENG,Tegal,Balapulang,,TGL-SLW,TGL10200,TGL10200,C,C,RING 2,
TGL10206,TGL,JATENG,Tegal,Bojong,,TGL-SLW,TGL10200,TGL10200,C,C,RING 2,
TGL10207,TGL,JATENG,Tegal,Bumijawa,,TGL-SLW,TGL10200,TGL10200,C,C,RING 2,
TGL10208,TGL,JATENG,Tegal,Dukuhwaru,,TGL-SLW,TGL10200,TGL10200,B,C,RING 2,
TGL10209,TGL,JATENG,Tegal,Jatinegara,,TGL-SLW,TGL10200,TGL10200,C,C,RING 2,
TGL10210,TGL,JATENG,Tegal,Kedung Banteng,,TGL-SLW,TGL10200,TGL10200,C,C,RING 2,
TGL10211,TGL,JATENG,Tegal,Lebaksiu,,TGL-SLW,TGL10200,TGL10200,C,C,RING 2,
TGL10212,TGL,JATENG,Tegal,Margasari,,TGL-SLW,TGL10200,TGL10200,C,C,RING 2,
TGL10213,TGL,JATENG,Tegal,Pagerbarang,,TGL-SLW,TGL10200,TGL10200,C,C,RING 2,
TGL10214,TGL,JATENG,Tegal,Pangkah,,TGL-SLW,TGL10200,TGL10200,B,C,RING 2,
TGL10215,TGL,JATENG,Tegal,Kramat,,TGL-SLW,TGL10200,TGL10200,B,C,RING 2,
TGL10216,TGL,JATENG,Tegal,Surodadi,,TGL-SLW,TGL10200,TGL10200,C,C,RING 2,
TGL10217,TGL,JATENG,Tegal,Warurejo,,TGL-SLW,TGL10200,TGL10200,C,C,RING 2,
TGL20000,TGL,JATENG,Brebes,Brebes,CABANG,TGL-BBS,TGL20000,TGL20000,B,B,RING 2,
TGL20001,TGL,JATENG,Brebes,Bulakamba,,TGL-BBS,TGL20000,TGL20000,B,B,RING 2,
TGL20002,TGL,JATENG,Kab. Brebes,Bumiayu,CABANG,TGL-BMY,TGL10000,TGL20002,B,B,RING 2,
TGL20003,TGL,JATENG,Brebes,Jatibarang,,TGL-BBS,TGL20000,TGL20000,B,B,RING 2,
TGL20004,TGL,JATENG,Brebes,Kersana,,TGL-BBS,TGL20000,TGL20000,B,B,RING 2,
TGL20005,TGL,JATENG,Brebes,Banjarharjo,,TGL-BBS,TGL20000,TGL20000,C,C,RING 2,
TGL20006,TGL,JATENG,Brebes,Bantarkawung,,TGL-BMY,TGL10000,TGL20002,B,C,RING 2,
TGL20007,TGL,JATENG,Brebes,Ketanggungan,,TGL-BBS,TGL20000,TGL20000,C,C,RING 2,
TGL20008,TGL,JATENG,Brebes,Larangan,,TGL-BBS,TGL20000,TGL20000,C,C,RING 2,
TGL20009,TGL,JATENG,Brebes,Losari,,TGL-BBS,TGL20000,TGL20000,C,C,RING 2,
TGL20010,TGL,JATENG,Brebes,Paguyangan,,TGL-BMY,TGL10000,TGL20002,B,C,RING 2,
TGL20011,TGL,JATENG,Brebes,Salem,,TGL-BMY,TGL10000,TGL20002,C,C,RING 2,
TGL20012,TGL,JATENG,Brebes,Sirampog,,TGL-BMY,TGL10000,TGL20002,C,C,RING 2,
TGL20013,TGL,JATENG,Brebes,Songgom,,TGL-BBS,TGL20000,TGL20000,C,C,RING 2,
TGL20014,TGL,JATENG,Brebes,Tanjung,,TGL-BBS,TGL20000,TGL20000,C,C,RING 2,
TGL20015,TGL,JATENG,Brebes,Tonjong,,TGL-BMY,TGL10000,TGL20002,B,C,RING 2,
TGL20016,TGL,JATENG,Brebes,Wanasari,,TGL-BBS,TGL20000,TGL20000,B,C,RING 2,
TGL30000,TGL,JATENG,Kab. Banyumas,Purwokerto,CABANG,TGL-PWO,TGL30000,TGL30000,B,B,RING 2,
TGL30001,TGL,JATENG,Banyumas,Purwokerto Barat,,TGL-PWO,TGL30000,TGL30000,B,B,RING 2,
TGL30002,TGL,JATENG,Banyumas,Purwokerto Selatan,,TGL-PWO,TGL30000,TGL30000,B,B,RING 2,
TGL30003,TGL,JATENG,Banyumas,Purwokerto Timur,,TGL-PWO,TGL30000,TGL30000,B,B,RING 2,
TGL30004,TGL,JATENG,Banyumas,Purwokerto Utara,,TGL-PWO,TGL30000,TGL30000,B,B,RING 2,
TGL30005,TGL,JATENG,Banyumas,Ajibarang,,TGL-PWO,TGL30000,TGL30000,B,C,RING 2,
TGL30006,TGL,JATENG,Banyumas,Banyumas,,TGL-PWO,TGL30000,TGL30000,B,C,RING 2,
TGL30007,TGL,JATENG,Banyumas,Baturaden,,TGL-PWO,TGL30000,TGL30000,B,B,RING 2,
TGL30008,TGL,JATENG,Banyumas,Jatilawang,,TGL-PWO,TGL30000,TGL30000,B,C,RING 2,
TGL30009,TGL,JATENG,Banyumas,Kalibagor,,TGL-PWO,TGL30000,TGL30000,B,B,RING 2,
TGL30010,TGL,JATENG,Banyumas,Karanglewas,,TGL-PWO,TGL30000,TGL30000,B,B,RING 2,
TGL30011,TGL,JATENG,Banyumas,Kebasen,,TGL-PWO,TGL30000,TGL30000,B,C,RING 2,
TGL30012,TGL,JATENG,Banyumas,Kedung Banteng,,TGL-PWO,TGL30000,TGL30000,B,B,RING 2,
TGL30013,TGL,JATENG,Banyumas,Kembaran,,TGL-PWO,TGL30000,TGL30000,B,B,RING 2,
TGL30014,TGL,JATENG,Banyumas,Kemranjen,,TGL-PWO,TGL30000,TGL30000,B,B,RING 2,
TGL30015,TGL,JATENG,Banyumas,Patikraja,,TGL-PWO,TGL30000,TGL30000,B,C,RING 2,
TGL30016,TGL,JATENG,Banyumas,Sokaraja,,TGL-PWO,TGL30000,TGL30000,B,B,RING 2,
TGL30017,TGL,JATENG,Banyumas,Cilongok,,TGL-PWO,TGL30000,TGL30000,C,C,RING 2,
TGL30018,TGL,JATENG,Banyumas,Gumelar,,TGL-PWO,TGL30000,TGL30000,C,C,RING 2,
TGL30019,TGL,JATENG,Banyumas,Lumbir,,TGL-PWO,TGL30000,TGL30000,C,C,RING 2,
TGL30020,TGL,JATENG,Banyumas,Pekuncen,,TGL-PWO,TGL30000,TGL30000,C,C,RING 2,
TGL30021,TGL,JATENG,Banyumas,Purwojati,,TGL-PWO,TGL30000,TGL30000,C,C,RING 2,
TGL30022,TGL,JATENG,Banyumas,Rawalo,,TGL-PWO,TGL30000,TGL30000,C,C,RING 2,
TGL30023,TGL,JATENG,Banyumas,Somagede,,TGL-PWO,TGL30000,TGL30000,C,C,RING 2,
TGL30024,TGL,JATENG,Banyumas,Sumpiuh,,TGL-PWO,TGL30000,TGL30000,C,C,RING 2,
TGL30025,TGL,JATENG,Banyumas,Sumbang,,TGL-PWO,TGL30000,TGL30000,C,C,RING 2,
TGL30026,TGL,JATENG,Banyumas,Tambak,,TGL-PWO,TGL30000,TGL30000,C,C,RING 2,
TGL30027,TGL,JATENG,Banyumas,Wangon,,TGL-PWO,TGL30000,TGL30000,C,C,RING 2,
AMI10000,AMI,JTBNN,Kota Mataram,Mataram,CABANG UTAMA,AMI,AMI10000,AMI10000,A,A,RING 1,
AMI10011,AMI,JTBNN,Mataram,Ampenan,,AMI,AMI10000,AMI10000,A,A,RING 1,
AMI10012,AMI,JTBNN,Mataram,Cakranegara,,AMI,AMI10000,AMI10000,A,A,RING 1,
AMI10013,AMI,JTBNN,Mataram,Selaparang (Selaprang),,AMI,AMI10000,AMI10000,A,A,RING 1,
AMI10014,AMI,JTBNN,Mataram,Sekarbela,,AMI,AMI10000,AMI10000,A,A,RING 1,
AMI10015,AMI,JTBNN,Mataram,Sandubaya (Sandujaya),,AMI,AMI10000,AMI10000,A,A,RING 1,
AMI20100,AMI,JTBNN,Kota Bima,Bima,CABANG,AMI-BMU,AMI10000,AMI20100,B,B,RING 2,
AMI20111,AMI,JTBNN,Bima ,Asakota,,AMI-BMU,AMI10000,AMI20100,B,C,RING 2,
AMI20112,AMI,JTBNN,Bima ,Rasanae Barat,,AMI-BMU,AMI10000,AMI20100,B,B,RING 2,
AMI20113,AMI,JTBNN,Bima ,Rasanae Timur,,AMI-BMU,AMI10000,AMI20100,B,B,RING 2,
AMI20114,AMI,JTBNN,Bima ,Raba,,AMI-BMU,AMI10000,AMI20100,B,B,RING 2,
AMI20115,AMI,JTBNN,Bima ,Mpunda,,AMI-BMU,AMI10000,AMI20100,B,B,RING 2,
AMI20200,AMI,JTBNN,Kab. Dompu,Dompu,CABANG,AMI-DPU,AMI10000,AMI20200,B,B,RING 2,
AMI20201,AMI,JTBNN,Dompu ,Hu'u,,AMI-DPU,AMI10000,AMI20200,D,C,RING 2,
AMI20202,AMI,JTBNN,Dompu ,Kempo,,AMI-DPU,AMI10000,AMI20200,D,D,RING 2,
AMI20203,AMI,JTBNN,Dompu ,Kilo,,AMI-DPU,AMI10000,AMI20200,D,D,RING 2,
AMI20204,AMI,JTBNN,Dompu ,Pajo,,AMI-DPU,AMI10000,AMI20200,D,B,RING 2,
AMI20205,AMI,JTBNN,Dompu ,Pekat,,AMI-DPU,AMI10000,AMI20200,D,D,RING 2,
AMI20206,AMI,JTBNN,Dompu ,Woja,,AMI-DPU,AMI10000,AMI20200,C,B,RING 2,
AMI20207,AMI,JTBNN,Dompu ,Manggalewa,,AMI-DPU,AMI10000,AMI20200,C,C,RING 2,
AMI20300,AMI,JTBNN,Kab. Lombok Tengah,Praya,CABANG,AMI-PYA,AMI10000,AMI20300,B,B,RING 2,
AMI20301,AMI,JTBNN,Lombok Tengah ,Batukliang,,AMI-PYA,AMI10000,AMI20300,B,C,RING 2,
AMI20302,AMI,JTBNN,Lombok Tengah ,Janapria,,AMI-PYA,AMI10000,AMI20300,C,C,RING 2,
AMI20303,AMI,JTBNN,Lombok Tengah ,Jonggat,,AMI-PYA,AMI10000,AMI20300,B,C,RING 2,
AMI20304,AMI,JTBNN,Lombok Tengah ,Kopang,,AMI-PYA,AMI10000,AMI20300,C,C,RING 2,
AMI20305,AMI,JTBNN,Lombok Tengah ,Praya Barat,,AMI-PYA,AMI10000,AMI20300,C,B,RING 2,
AMI20306,AMI,JTBNN,Lombok Tengah ,Praya Timur,,AMI-PYA,AMI10000,AMI20300,C,B,RING 2,
AMI20307,AMI,JTBNN,Lombok Tengah ,Pringgarata,,AMI-PYA,AMI10000,AMI20300,C,C,RING 2,
AMI20308,AMI,JTBNN,Lombok Tengah ,Pujut,,AMI-PYA,AMI10000,AMI20300,C,C,RING 2,
AMI20310,AMI,JTBNN,Lombok Tengah ,Batukliang Utara,,AMI-PYA,AMI10000,AMI20300,C,C,RING 2,
AMI20311,AMI,JTBNN,Lombok Tengah ,Praya Barat Daya,,AMI-PYA,AMI10000,AMI20300,C,B,RING 2,
AMI20312,AMI,JTBNN,Lombok Tengah ,Praya Tengah,,AMI-PYA,AMI10000,AMI20300,B,B,RING 2,
AMI20400,AMI,JTBNN,Kab. Lombok Timur,Selong,CABANG,AMI-SEL,AMI10000,AMI20400,B,B,RING 2,
AMI20401,AMI,JTBNN,Lombok Timur ,Aikmel,,AMI-SEL,AMI10000,AMI20400,C,C,RING 2,
AMI20402,AMI,JTBNN,Lombok Timur ,Keruak,,AMI-SEL,AMI10000,AMI20400,C,C,RING 2,
AMI20403,AMI,JTBNN,Lombok Timur ,Masbagik,,AMI-SEL,AMI10000,AMI20400,B,C,RING 2,
AMI20404,AMI,JTBNN,Lombok Timur ,Pringgabaya,,AMI-SEL,AMI10000,AMI20400,D,D,RING 2,
AMI20405,AMI,JTBNN,Lombok Timur ,Sakra,,AMI-SEL,AMI10000,AMI20400,B,C,RING 2,
AMI20406,AMI,JTBNN,Lombok Timur ,Sambalia (Sambelia),,AMI-SEL,AMI10000,AMI20400,D,D,RING 2,
AMI20407,AMI,JTBNN,Lombok Timur ,Sikur,,AMI-SEL,AMI10000,AMI20400,C,C,RING 2,
AMI20408,AMI,JTBNN,Lombok Timur ,Sukamulia,,AMI-SEL,AMI10000,AMI20400,B,C,RING 2,
AMI20409,AMI,JTBNN,Lombok Timur ,Terara,,AMI-SEL,AMI10000,AMI20400,C,C,RING 2,
AMI20411,AMI,JTBNN,Lombok Timur ,Jerowaru,,AMI-SEL,AMI10000,AMI20400,C,D,RING 2,
AMI20413,AMI,JTBNN,Lombok Timur ,Montong Gading,,AMI-SEL,AMI10000,AMI20400,C,C,RING 2,
AMI20414,AMI,JTBNN,Lombok Timur ,Pringgasela,,AMI-SEL,AMI10000,AMI20400,C,C,RING 2,
AMI20415,AMI,JTBNN,Lombok Timur ,Sakra Barat,,AMI-SEL,AMI10000,AMI20400,C,C,RING 2,
AMI20416,AMI,JTBNN,Lombok Timur ,Sakra Timur,,AMI-SEL,AMI10000,AMI20400,C,C,RING 2,
AMI20417,AMI,JTBNN,Lombok Timur ,Sembalun,,AMI-SEL,AMI10000,AMI20400,D,D,RING 2,
AMI20418,AMI,JTBNN,Lombok Timur ,Suela (Suwela),,AMI-SEL,AMI10000,AMI20400,C,C,RING 2,
AMI20419,AMI,JTBNN,Lombok Timur ,Suralaga,,AMI-SEL,AMI10000,AMI20400,B,C,RING 2,
AMI20420,AMI,JTBNN,Lombok Timur ,Wanasaba,,AMI-SEL,AMI10000,AMI20400,C,C,RING 2,
AMI20421,AMI,JTBNN,Lombok Timur ,Labuhan Haji,,AMI-SEL,AMI10000,AMI20400,B,C,RING 2,
AMI20500,AMI,JTBNN,Kab. Sumbawa,Sumbawa Besar,CABANG,AMI-SWQ,AMI10000,AMI20500,B,B,RING 2,
AMI20501,AMI,JTBNN,Sumbawa ,Alas,,AMI-SWQ,AMI10000,AMI20500,C,C,RING 2,
AMI20502,AMI,JTBNN,Sumbawa ,Batulanteh,,AMI-SWQ,AMI10000,AMI20500,D,D,RING 2,
AMI20503,AMI,JTBNN,Sumbawa ,Empang,,AMI-SWQ,AMI10000,AMI20500,C,C,RING 2,
AMI20505,AMI,JTBNN,Sumbawa ,Lape (Lape Lopok),,AMI-SWQ,AMI10000,AMI20500,C,C,RING 2,
AMI20506,AMI,JTBNN,Sumbawa ,Lunyuk,,AMI-SWQ,AMI10000,AMI20500,D,D,RING 2,
AMI20507,AMI,JTBNN,Sumbawa ,Moyo Hilir,,AMI-SWQ,AMI10000,AMI20500,C,C,RING 2,
AMI20508,AMI,JTBNN,Sumbawa ,Moyo Hulu,,AMI-SWQ,AMI10000,AMI20500,C,C,RING 2,
AMI20509,AMI,JTBNN,Sumbawa ,Plampang,,AMI-SWQ,AMI10000,AMI20500,C,C,RING 2,
AMI20510,AMI,JTBNN,Sumbawa ,Ropang,,AMI-SWQ,AMI10000,AMI20500,D,D,RING 2,
AMI20513,AMI,JTBNN,Sumbawa ,Rhee,,AMI-SWQ,AMI10000,AMI20500,C,C,RING 2,
AMI20514,AMI,JTBNN,Sumbawa ,Alas Barat,,AMI-SWQ,AMI10000,AMI20500,C,C,RING 2,
AMI20515,AMI,JTBNN,Sumbawa ,Labangka,,AMI-SWQ,AMI10000,AMI20500,D,D,RING 2,
AMI20516,AMI,JTBNN,Sumbawa ,Labuhan Badas,,AMI-SWQ,AMI10000,AMI20500,C,C,RING 2,
AMI20517,AMI,JTBNN,Sumbawa ,Sumbawa,,AMI-SWQ,AMI10000,AMI20500,B,B,RING 2,
AMI20518,AMI,JTBNN,Sumbawa ,Utan,,AMI-SWQ,AMI10000,AMI20500,C,C,RING 2,
AMI20519,AMI,JTBNN,Sumbawa ,Unter Iwes (Unterwiris),,AMI-SWQ,AMI10000,AMI20500,C,C,RING 2,
AMI20520,AMI,JTBNN,Sumbawa ,Tarano,,AMI-SWQ,AMI10000,AMI20500,C,D,RING 2,
AMI20521,AMI,JTBNN,Sumbawa ,Orong Telu,,AMI-SWQ,AMI10000,AMI20500,C,D,RING 2,
AMI20522,AMI,JTBNN,Sumbawa ,Moyo Utara,,AMI-SWQ,AMI10000,AMI20500,C,C,RING 2,
AMI20523,AMI,JTBNN,Sumbawa ,Maronge,,AMI-SWQ,AMI10000,AMI20500,C,D,RING 2,
AMI20524,AMI,JTBNN,Sumbawa ,Lopok,,AMI-SWQ,AMI10000,AMI20500,C,C,RING 2,
AMI20525,AMI,JTBNN,Sumbawa ,Lenangguar,,AMI-SWQ,AMI10000,AMI20500,C,D,RING 2,
AMI20526,AMI,JTBNN,Sumbawa ,Lantung,,AMI-SWQ,AMI10000,AMI20500,C,D,RING 2,
AMI20527,AMI,JTBNN,Sumbawa ,Buer,,AMI-SWQ,AMI10000,AMI20500,C,C,RING 2,
AMI20800,AMI,JTBNN,Kab. Lombok Barat,Gerung,CABANG,AMI-GRG,AMI10000,AMI20800,B,B,RING 2,
AMI20801,AMI,JTBNN,Lombok Utara ,Bayan,,AMI-TJU,AMI10000,AMI20807,D,D,RING 2,
AMI20802,AMI,JTBNN,Lombok Utara ,Gangga,,AMI-TJU,AMI10000,AMI20807,D,D,RING 2,
AMI20803,AMI,JTBNN,Lombok Barat ,Kediri,,AMI-GRG,AMI10000,AMI20800,B,B,RING 2,
AMI20804,AMI,JTBNN,Lombok Barat ,Labuapi,,AMI-GRG,AMI10000,AMI20800,B,B,RING 2,
AMI20805,AMI,JTBNN,Lombok Barat ,Narmada,,AMI-GRG,AMI10000,AMI20800,B,B,RING 2,
AMI20806,AMI,JTBNN,Lombok Barat ,Sekotong,,AMI-GRG,AMI10000,AMI20800,D,C,RING 2,
AMI20807,AMI,JTBNN,Kab. Lombok Utara,Tanjung,CABANG,AMI-TJU,AMI10000,AMI20807,B,B,RING 2,
AMI20808,AMI,JTBNN,Lombok Barat ,Batu Layar,,AMI-GRG,AMI10000,AMI20800,B,B,RING 2,
AMI20809,AMI,JTBNN,Lombok Barat ,Gunungsari,,AMI-GRG,AMI10000,AMI20800,B,B,RING 2,
AMI20810,AMI,JTBNN,Lombok Utara ,Kayangan,,AMI-TJU,AMI10000,AMI20807,D,D,RING 2,
AMI20811,AMI,JTBNN,Lombok Barat ,Kuripan,,AMI-GRG,AMI10000,AMI20800,B,B,RING 2,
AMI20812,AMI,JTBNN,Lombok Barat ,Lembar,,AMI-GRG,AMI10000,AMI20800,B,B,RING 2,
AMI20813,AMI,JTBNN,Lombok Barat ,Lingsar,,AMI-GRG,AMI10000,AMI20800,B,B,RING 2,
AMI20814,AMI,JTBNN,Lombok Utara ,Pemenang,,AMI-TJU,AMI10000,AMI20807,D,D,RING 2,
AMI20900,AMI,JTBNN,Kab. Sumbawa Barat,Taliwang,CABANG,AMI-TLW,AMI10000,AMI20900,B,B,RING 2,
AMI20901,AMI,JTBNN,Sumbawa Barat ,Jereweh,,AMI-TLW,AMI10000,AMI20900,C,C,RING 2,
AMI20902,AMI,JTBNN,Sumbawa Barat ,Sateluk (Seteluk),,AMI-TLW,AMI10000,AMI20900,D,C,RING 2,
AMI20903,AMI,JTBNN,Sumbawa Barat ,Sekongkang,,AMI-TLW,AMI10000,AMI20900,C,C,RING 2,
AMI20904,AMI,JTBNN,Sumbawa Barat ,Brang Rea,,AMI-TLW,AMI10000,AMI20900,C,C,RING 2,
AMI20906,AMI,JTBNN,Sumbawa Barat ,Poto Tano,,AMI-TLW,AMI10000,AMI20900,C,D,RING 2,
AMI20907,AMI,JTBNN,Sumbawa Barat ,Maluk,,AMI-TLW,AMI10000,AMI20900,C,C,RING 2,
AMI20908,AMI,JTBNN,Sumbawa Barat ,Brang Ene,,AMI-TLW,AMI10000,AMI20900,C,C,RING 2,
AMI21100,AMI,JTBNN,Bima ,Woha,,AMI-BMU,AMI10000,AMI20100,C,C,RING 2,
AMI21101,AMI,JTBNN,Bima ,Ambalawi,,AMI-BMU,AMI10000,AMI20100,D,C,RING 2,
AMI21102,AMI,JTBNN,Bima ,Belo,,AMI-BMU,AMI10000,AMI20100,C,C,RING 2,
AMI21103,AMI,JTBNN,Bima ,Bolo,,AMI-BMU,AMI10000,AMI20100,C,C,RING 2,
AMI21104,AMI,JTBNN,Bima ,Donggo,,AMI-BMU,AMI10000,AMI20100,C,D,RING 2,
AMI21105,AMI,JTBNN,Bima ,Lambu,,AMI-BMU,AMI10000,AMI20100,C,D,RING 2,
AMI21106,AMI,JTBNN,Bima ,Langgudu,,AMI-BMU,AMI10000,AMI20100,D,D,RING 2,
AMI21107,AMI,JTBNN,Bima ,Madapangga,,AMI-BMU,AMI10000,AMI20100,C,D,RING 2,
AMI21108,AMI,JTBNN,Bima ,Monta,,AMI-BMU,AMI10000,AMI20100,C,C,RING 2,
AMI21109,AMI,JTBNN,Bima ,Sanggar,,AMI-BMU,AMI10000,AMI20100,D,D,RING 2,
AMI21110,AMI,JTBNN,Bima ,Sape,,AMI-BMU,AMI10000,AMI20100,C,C,RING 2,
AMI21111,AMI,JTBNN,Bima ,Tambora,,AMI-BMU,AMI10000,AMI20100,D,D,RING 2,
AMI21112,AMI,JTBNN,Bima ,Wawo,,AMI-BMU,AMI10000,AMI20100,C,C,RING 2,
AMI21113,AMI,JTBNN,Bima ,Wera,,AMI-BMU,AMI10000,AMI20100,C,D,RING 2,
AMI21114,AMI,JTBNN,Bima ,Soromandi,,AMI-TLW,AMI10000,AMI20900,C,D,RING 2,
AMI21115,AMI,JTBNN,Bima ,Parado,,AMI-TLW,AMI10000,AMI20900,C,D,RING 2,
AMI21116,AMI,JTBNN,Bima ,Palibelo,,AMI-TLW,AMI10000,AMI20900,C,C,RING 2,
AMI21117,AMI,JTBNN,Bima ,Lambitu,,AMI-TLW,AMI10000,AMI20900,C,D,RING 2,
DPS10000,DPS,JTBNN,Kota Denpasar,Denpasar,CABANG UTAMA,DPS,DPS10000,DPS10000,A,A,RING 1,
DPS10009,DPS,JTBNN,Denpasar,Denpasar Barat,,DPS,DPS10000,DPS10000,A,A,RING 1,
DPS10010,DPS,JTBNN,Denpasar,Denpasar Selatan,,DPS,DPS10000,DPS10000,A,A,RING 1,
DPS10011,DPS,JTBNN,Denpasar,Denpasar Timur,,DPS,DPS10000,DPS10000,A,A,RING 1,
DPS10012,DPS,JTBNN,Denpasar,Denpasar Utara,,DPS,DPS10000,DPS10000,A,A,RING 1,
DPS20100,DPS,JTBNN,Amlapura,Amlapura,,DPS-KRA,DPS20108,DPS20108,B,B,RING 2,
DPS20101,DPS,JTBNN,Karangasem,Abang,,DPS-KRA,DPS20108,DPS20108,C,C,RING 2,
DPS20102,DPS,JTBNN,Karangasem,Bebandem,,DPS-KRA,DPS20108,DPS20108,C,C,RING 2,
DPS20103,DPS,JTBNN,Karangasem,Kubu,,DPS-KRA,DPS20108,DPS20108,C,C,RING 2,
DPS20104,DPS,JTBNN,Karangasem,Manggis,,DPS-KRA,DPS20108,DPS20108,C,C,RING 2,
DPS20105,DPS,JTBNN,Karangasem,Rendang,,DPS-KRA,DPS20108,DPS20108,C,C,RING 2,
DPS20106,DPS,JTBNN,Karangasem,Selat,,DPS-KRA,DPS20108,DPS20108,C,C,RING 2,
DPS20107,DPS,JTBNN,Karangasem,Sidemen,,DPS-KRA,DPS20108,DPS20108,C,C,RING 2,
DPS20108,DPS,JTBNN,Kab. Karangasem,Karangasem,CABANG,DPS-KRA,DPS20108,DPS20108,C,C,RING 2,
DPS20200,DPS,JTBNN,Kab. Bangli,Bangli,CABANG,DPS-BGI,DPS20200,DPS20200,B,B,RING 2,
DPS20201,DPS,JTBNN,Bangli,Kintamani,,DPS-BGI,DPS20200,DPS20200,C,C,RING 2,
DPS20202,DPS,JTBNN,Bangli,Susut,,DPS-BGI,DPS20200,DPS20200,C,C,RING 2,
DPS20203,DPS,JTBNN,Bangli,Tembuku,,DPS-BGI,DPS20200,DPS20200,C,C,RING 2,
DPS20300,DPS,JTBNN,Kab. Gianyar,Gianyar,CABANG,DPS-GIN,DPS20300,DPS20300,B,B,RING 2,
DPS20301,DPS,JTBNN,Gianyar,Belah Batuh (Blahbatuh),,DPS-GIN,DPS20300,DPS20300,C,B,RING 2,
DPS20302,DPS,JTBNN,Gianyar,Payangan,,DPS-GIN,DPS20300,DPS20300,C,C,RING 2,
