SYSCODE,CODE,REGIONAL,KABUPATEN,KECAMATAN,STATUS,THREE LETTER CODE,MANIFEST DOMESTIC,MANIFEST INTERCITY,ZONA TARIF (PPDD),ZONA DELEVERY (QCE),RING ORIGIN,WILAYAH
PDG20328,PDG,SUMATERA,Pasaman,Rao Selatan,,PDG-LBS,PDG10000,PDG20300,C,C,RING 2,SUM-UT
PDG20329,PDG,SUMATERA,Pasaman,Padang Gelugur,,PDG-LBS,PDG10000,PDG20300,C,C,RING 2,SUM-UT
PDG20500,PDG,SUMATERA,Kab. Pesisir Selatan,Painan,CABANG,PDG-PNN,PDG10000,PDG20500,B,B,RING 2,SUM-UT
PDG20501,PDG,SUMATERA,Pesisir Selatan,Batang Kapas,,PDG-PNN,PDG10000,PDG20500,C,C,RING 2,SUM-UT
PDG20503,PDG,SUMATERA,Pesisir Selatan,Bayang,,PDG-PNN,PDG10000,PDG20500,C,C,RING 2,SUM-UT
PDG20505,PDG,SUMATERA,Pesisir Selatan,Koto XI Tarusan,,PDG-PNN,PDG10000,PDG20500,C,C,RING 2,SUM-UT
PDG20506,PDG,SUMATERA,Pesisir Selatan,Lengayang,,PDG-PNN,PDG10000,PDG20500,C,C,RING 2,SUM-UT
PDG20510,PDG,SUMATERA,Pesisir Selatan,Pancung Soal,,PDG-PNN,PDG10000,PDG20500,C,C,RING 2,SUM-UT
PDG20511,PDG,SUMATERA,Pesisir Selatan,Ranah Pesisir,,PDG-PNN,PDG10000,PDG20500,C,C,RING 2,SUM-UT
PDG20513,PDG,SUMATERA,Pesisir Selatan,Basa Ampek Balai Tapan,,PDG-PNN,PDG10000,PDG20500,C,C,RING 2,SUM-UT
PDG20514,PDG,SUMATERA,Pesisir Selatan,IV Nagari Bayang Utara,,PDG-PNN,PDG10000,PDG20500,C,C,RING 2,SUM-UT
PDG20515,PDG,SUMATERA,Pesisir Selatan,Linggo Sari Baganti,,PDG-PNN,PDG10000,PDG20500,C,C,RING 2,SUM-UT
PDG20516,PDG,SUMATERA,Pesisir Selatan,Silaut,,PDG-PNN,PDG10000,PDG20500,C,C,RING 2,SUM-UT
PDG20517,PDG,SUMATERA,Pesisir Selatan,Sutera,,PDG-PNN,PDG10000,PDG20500,C,C,RING 2,SUM-UT
PDG20518,PDG,SUMATERA,Pesisir Selatan,IV Jurai,,PDG-PNN,PDG10000,PDG20500,C,C,RING 2,SUM-UT
PDG20519,PDG,SUMATERA,Pesisir Selatan,Airpura,,PDG-PNN,PDG10000,PDG20500,C,C,RING 2,SUM-UT
PDG20520,PDG,SUMATERA,Pesisir Selatan,Lunang,,PDG-PNN,PDG10000,PDG20500,C,C,RING 2,SUM-UT
PDG20521,PDG,SUMATERA,Pesisir Selatan,Ranah Ampek Hulu Tapan,,PDG-PNN,PDG10000,PDG20500,C,C,RING 2,SUM-UT
PDG20600,PDG,SUMATERA,Kab. Padang Pariaman,Pariaman,CABANG,PDG-PMN,PDG10000,PDG20600,B,B,RING 2,SUM-UT
PDG20601,PDG,SUMATERA,Padang Pariaman,Batang Anai,,PDG-PMN,PDG10000,PDG20600,C,C,RING 2,SUM-UT
PDG20602,PDG,SUMATERA,Padang Pariaman,2 X 11 Enam Lingkung,,PDG-PMN,PDG10000,PDG20600,C,C,RING 2,SUM-UT
PDG20604,PDG,SUMATERA,Padang Pariaman,V Koto Kampung Dalam,,PDG-PMN,PDG10000,PDG20600,C,C,RING 2,SUM-UT
PDG20606,PDG,SUMATERA,Padang Pariaman,Lubuk Alung,,PDG-PMN,PDG10000,PDG20600,B,B,RING 2,SUM-UT
PDG20608,PDG,SUMATERA,Padang Pariaman,Nan Sabaris,,PDG-PMN,PDG10000,PDG20600,C,C,RING 2,SUM-UT
PDG20610,PDG,SUMATERA,Padang Pariaman,Sungai Limau,,PDG-PMN,PDG10000,PDG20600,C,C,RING 2,SUM-UT
PDG20612,PDG,SUMATERA,Padang Pariaman,Sungai Geringging/Garingging,,PDG-PMN,PDG10000,PDG20600,C,C,RING 2,SUM-UT
PDG20614,PDG,SUMATERA,Padang Pariaman,VII Koto Sungai Sarik,,PDG-PMN,PDG10000,PDG20600,C,C,RING 2,SUM-UT
PDG20616,PDG,SUMATERA,Padang Pariaman,Batang Gasan,,PDG-PMN,PDG10000,PDG20600,C,C,RING 2,SUM-UT
PDG20619,PDG,SUMATERA,Padang Pariaman,Padang Sago,,PDG-PMN,PDG10000,PDG20600,C,C,RING 2,SUM-UT
PDG20620,PDG,SUMATERA,Padang Pariaman,Patamuan,,PDG-PMN,PDG10000,PDG20600,C,C,RING 2,SUM-UT
PDG20621,PDG,SUMATERA,Padang Pariaman,Sintuk/Sintuak Toboh Gadang,,PDG-PMN,PDG10000,PDG20600,C,C,RING 2,SUM-UT
PDG20624,PDG,SUMATERA,Padang Pariaman,Ulakan Tapakih/Tapakis,,PDG-PMN,PDG10000,PDG20600,C,C,RING 2,SUM-UT
PDG20625,PDG,SUMATERA,Pariaman,Pariaman Selatan,,PDG-PMN,PDG10000,PDG20600,B,B,RING 2,SUM-UT
PDG20626,PDG,SUMATERA,Pariaman,Pariaman Tengah,,PDG-PMN,PDG10000,PDG20600,B,B,RING 2,SUM-UT
PDG20627,PDG,SUMATERA,Pariaman,Pariaman Utara,,PDG-PMN,PDG10000,PDG20600,B,B,RING 2,SUM-UT
PDG20628,PDG,SUMATERA,Padang Pariaman,IV Koto Aur Malintang,,PDG-PMN,PDG10000,PDG20600,C,C,RING 2,SUM-UT
PDG20629,PDG,SUMATERA,Padang Pariaman,V Koto Timur,,PDG-PMN,PDG10000,PDG20600,C,C,RING 2,SUM-UT
PDG20630,PDG,SUMATERA,Padang Pariaman,Enam Lingkung,,PDG-PMN,PDG10000,PDG20600,C,C,RING 2,SUM-UT
PDG20631,PDG,SUMATERA,Pariaman,Pariaman Timur,,PDG-PMN,PDG10000,PDG20600,B,B,RING 2,SUM-UT
PDG20632,PDG,SUMATERA,Padang Pariaman,2 X 11 Kayu Tanam,,PDG-PMN,PDG10000,PDG20600,C,C,RING 2,SUM-UT
PDG20700,PDG,SUMATERA,Kota Payakumbuh,Payakumbuh,CABANG,PDG-PYK,PDG10000,PDG20700,B,B,RING 2,SUM-UT
PDG20721,PDG,SUMATERA,Payakumbuh,Payakumbuh Barat,,PDG-PYK,PDG10000,PDG20700,B,B,RING 2,SUM-UT
PDG20722,PDG,SUMATERA,Payakumbuh,Payakumbuh Timur,,PDG-PYK,PDG10000,PDG20700,B,B,RING 2,SUM-UT
PDG20723,PDG,SUMATERA,Payakumbuh,Payakumbuh Utara,,PDG-PYK,PDG10000,PDG20700,B,B,RING 2,SUM-UT
PDG20724,PDG,SUMATERA,Payakumbuh,Payakumbuh Selatan,,PDG-PYK,PDG10000,PDG20700,B,B,RING 2,SUM-UT
PDG20725,PDG,SUMATERA,Payakumbuh,Lamposi Tigo Nagari,,PDG-PYK,PDG10000,PDG20700,C,C,RING 2,SUM-UT
PDG20800,PDG,SUMATERA,Kota Sawahlunto,Sawahlunto,CABANG,PDG-SWL,PDG10000,PDG20800,B,B,RING 2,SUM-UT
PDG20803,PDG,SUMATERA,Sawah Lunto,Barangin,,PDG-SWL,PDG10000,PDG20800,C,C,RING 2,SUM-UT
PDG20804,PDG,SUMATERA,Sawah Lunto,Lembah Segar,,PDG-SWL,PDG10000,PDG20800,C,C,RING 2,SUM-UT
PDG20805,PDG,SUMATERA,Sawah Lunto,Silungkang,,PDG-SWL,PDG10000,PDG20800,C,C,RING 2,SUM-UT
PDG20806,PDG,SUMATERA,Sawah Lunto,Talawi,,PDG-SWL,PDG10000,PDG20800,C,C,RING 2,SUM-UT
PDG20900,PDG,SUMATERA,Kota Solok,Solok,CABANG,PDG-SLK,PDG10000,PDG20900,B,B,RING 2,SUM-UT
PDG20939,PDG,SUMATERA,Solok,Lubuk Sikarah,,PDG-SLK,PDG10000,PDG20900,B,B,RING 2,SUM-UT
PDG20940,PDG,SUMATERA,Solok,Tanjung Harapan,,PDG-SLK,PDG10000,PDG20900,B,B,RING 2,SUM-UT
PDG21100,PDG,SUMATERA,Kota Padang Panjang,Padang Panjang,CABANG,PDG-PDP,PDG10000,PDG21100,B,B,RING 2,SUM-UT
PDG21102,PDG,SUMATERA,Padang Panjang,Padang Panjang Barat,,PDG-PDP,PDG10000,PDG21100,C,C,RING 2,SUM-UT
PDG21103,PDG,SUMATERA,Padang Panjang,Padang Panjang Timur,,PDG-PDP,PDG10000,PDG21100,C,C,RING 2,SUM-UT
PDG21200,PDG,SUMATERA,Kab. Dharmasraya,Pulau Punjung,CABANG,PDG-PLP,PDG10000,PDG21200,B,B,RING 2,SUM-UT
PDG21201,PDG,SUMATERA,Dharmasraya,Koto Baru,,PDG-PLP,PDG10000,PDG21200,C,C,RING 2,SUM-UT
PDG21203,PDG,SUMATERA,Dharmasraya,Sitiung,,PDG-PLP,PDG10000,PDG21200,C,C,RING 2,SUM-UT
PDG21204,PDG,SUMATERA,Dharmasraya,Sungai Rumbai,,PDG-PLP,PDG10000,PDG21200,C,C,RING 2,SUM-UT
PDG21205,PDG,SUMATERA,Dharmasraya,Tiumang,,PDG-PLP,PDG10000,PDG21200,C,C,RING 2,SUM-UT
PDG21206,PDG,SUMATERA,Dharmasraya,Timpeh,,PDG-PLP,PDG10000,PDG21200,C,C,RING 2,SUM-UT
PDG21207,PDG,SUMATERA,Dharmasraya,Padang Laweh,,PDG-PLP,PDG10000,PDG21200,C,C,RING 2,SUM-UT
PDG21208,PDG,SUMATERA,Dharmasraya,Koto Salak,,PDG-PLP,PDG10000,PDG21200,C,C,RING 2,SUM-UT
PDG21209,PDG,SUMATERA,Dharmasraya,Koto Besar,,PDG-PLP,PDG10000,PDG21200,C,C,RING 2,SUM-UT
PDG21210,PDG,SUMATERA,Dharmasraya,Asam Jujuhan,,PDG-PLP,PDG10000,PDG21200,C,C,RING 2,SUM-UT
PDG21211,PDG,SUMATERA,Dharmasraya,Sembilan Koto,,PDG-PLP,PDG10000,PDG21200,C,C,RING 2,SUM-UT
PDG21300,PDG,SUMATERA,Sarilamak,Sarilamak,,PDG-PYK,PDG10000,PDG20700,B,B,RING 2,SUM-UT
PDG21301,PDG,SUMATERA,Lima Puluh Kota,Akabiluru,,PDG-PYK,PDG10000,PDG20700,C,C,RING 2,SUM-UT
PDG21302,PDG,SUMATERA,Lima Puluh Kota,Bukik Barisan,,PDG-PYK,PDG10000,PDG20700,C,C,RING 2,SUM-UT
PDG21303,PDG,SUMATERA,Lima Puluh Kota,Guguak (Gugu),,PDG-PYK,PDG10000,PDG20700,C,C,RING 2,SUM-UT
PDG21304,PDG,SUMATERA,Lima Puluh Kota,Gunuang Omeh (Gunung Mas),,PDG-PYK,PDG10000,PDG20700,C,C,RING 2,SUM-UT
PDG21305,PDG,SUMATERA,Lima Puluh Kota,Harau,,PDG-PYK,PDG10000,PDG20700,C,C,RING 2,SUM-UT
PDG21306,PDG,SUMATERA,Lima Puluh Kota,Kapur IX/Sembilan,,PDG-PYK,PDG10000,PDG20700,C,C,RING 2,SUM-UT
PDG21307,PDG,SUMATERA,Lima Puluh Kota,Lareh Sago Halaban,,PDG-PYK,PDG10000,PDG20700,C,C,RING 2,SUM-UT
PDG21309,PDG,SUMATERA,Lima Puluh Kota,Mungka,,PDG-PYK,PDG10000,PDG20700,C,C,RING 2,SUM-UT
PDG21310,PDG,SUMATERA,Lima Puluh Kota,Pangkalan Koto Baru,,PDG-PYK,PDG10000,PDG20700,C,C,RING 2,SUM-UT
PDG21311,PDG,SUMATERA,Payakumbuh,Payakumbuh,,PDG-PYK,PDG10000,PDG20700,B,B,RING 2,SUM-UT
PDG21312,PDG,SUMATERA,Lima Puluh Kota,Situjuah Limo/Lima Nagari,,PDG-PYK,PDG10000,PDG20700,C,C,RING 2,SUM-UT
PDG21313,PDG,SUMATERA,Lima Puluh Kota,Suliki,,PDG-PYK,PDG10000,PDG20700,C,C,RING 2,SUM-UT
PDG21315,PDG,SUMATERA,Lima Puluh Kota,Luak (Luhak),,PDG-PYK,PDG10000,PDG20700,C,C,RING 2,SUM-UT
PDG21400,PDG,SUMATERA,Kab. Kepulauan Mentawai,Tuapejat,CABANG,PDG-TAJ,PDG10000,PDG21400,C,C,RING 2,SUM-UT
PDG21401,PDG,SUMATERA,Kepulauan Mentawai,Pagai Selatan,,PDG-TAJ,PDG10000,PDG21400,C,C,RING 2,SUM-UT
PDG21402,PDG,SUMATERA,Kepulauan Mentawai,Pagai Utara,,PDG-TAJ,PDG10000,PDG21400,C,C,RING 2,SUM-UT
PDG21403,PDG,SUMATERA,Kepulauan Mentawai,Siberut Selatan,CABANG,PDG-SBR,PDG10000,PDG21403,C,C,RING 2,SUM-UT
PDG21404,PDG,SUMATERA,Kepulauan Mentawai,Siberut Utara,,PDG-SBR,PDG10000,PDG21403,C,C,RING 2,SUM-UT
PDG21405,PDG,SUMATERA,Sipora,Sipora,,PDG-TAJ,PDG10000,PDG21400,C,C,RING 2,SUM-UT
PDG21406,PDG,SUMATERA,Kepulauan Mentawai,Sipora Utara,,PDG-TAJ,PDG10000,PDG21400,C,C,RING 2,SUM-UT
PDG21407,PDG,SUMATERA,Kepulauan Mentawai,Sipora Selatan,,PDG-TAJ,PDG10000,PDG21400,C,C,RING 2,SUM-UT
PDG21408,PDG,SUMATERA,Kepulauan Mentawai,Sikakap,,PDG-TAJ,PDG10000,PDG21400,C,C,RING 2,SUM-UT
PDG21409,PDG,SUMATERA,Kepulauan Mentawai,Siberut Tengah,,PDG-SBR,PDG10000,PDG21403,C,C,RING 2,SUM-UT
PDG21410,PDG,SUMATERA,Kepulauan Mentawai,Siberut Barat Daya,,PDG-SBR,PDG10000,PDG21403,C,C,RING 2,SUM-UT
PDG21411,PDG,SUMATERA,Kepulauan Mentawai,Siberut Barat,,PDG-SBR,PDG10000,PDG21403,C,C,RING 2,SUM-UT
PDG21500,PDG,SUMATERA,Kab. Pasaman Barat,Simpang Empat,CABANG,PDG-SPP,PDG10000,PDG21500,B,B,RING 2,SUM-UT
PDG21501,PDG,SUMATERA,Pasaman Barat,Gunung Tuleh,,PDG-LML,PDG10000,PDG21503,C,C,RING 2,SUM-UT
PDG21502,PDG,SUMATERA,Pasaman Barat,Kinali,,PDG-SPP,PDG10000,PDG21500,C,C,RING 2,SUM-UT
PDG21503,PDG,SUMATERA,Pasaman Barat,Lembah Melintang,CABANG,PDG-LML,PDG10000,PDG21503,C,C,RING 2,SUM-UT
PDG21504,PDG,SUMATERA,Pasaman Barat,Luhak Nan Duo,,PDG-SPP,PDG10000,PDG21500,C,C,RING 2,SUM-UT
PDG21505,PDG,SUMATERA,Pasaman Barat,Pasaman,,PDG-SPP,PDG10000,PDG21500,C,C,RING 2,SUM-UT
PDG21506,PDG,SUMATERA,Ranah Balingka,Ranah Balingka,,PDG-LML,PDG10000,PDG21503,C,C,RING 2,SUM-UT
PDG21507,PDG,SUMATERA,Pasaman Barat,Ranah Batahan,,PDG-LML,PDG10000,PDG21503,C,C,RING 2,SUM-UT
PDG21508,PDG,SUMATERA,Ranah Pesisir,Ranah Pesisir,,PDG-SPP,PDG10000,PDG21500,C,C,RING 2,SUM-UT
PDG21509,PDG,SUMATERA,Pasaman Barat,Sungai Aur,,PDG-LML,PDG10000,PDG21503,C,C,RING 2,SUM-UT
PDG21510,PDG,SUMATERA,Pasaman Barat,Sei Beremas,,PDG-LML,PDG10000,PDG21503,C,C,RING 2,SUM-UT
PDG21511,PDG,SUMATERA,Pasaman Barat,Talamau,,PDG-SPP,PDG10000,PDG21500,C,C,RING 2,SUM-UT
PDG21512,PDG,SUMATERA,Pasaman Barat,Sasak Ranah Pasisir/Pesisie,,PDG-SPP,PDG10000,PDG21500,C,C,RING 2,SUM-UT
PDG21513,PDG,SUMATERA,Pasaman Barat,Koto Balingka,,PDG-LML,PDG10000,PDG21503,C,C,RING 2,SUM-UT
PDG21700,PDG,SUMATERA,Arosuka,Arosuka,,PDG-SLK,PDG10000,PDG20900,B,B,RING 2,SUM-UT
PDG21701,PDG,SUMATERA,Solok,IX Koto Sungai Lasi,,PDG-SLK,PDG10000,PDG20900,C,C,RING 2,SUM-UT
PDG21702,PDG,SUMATERA,Solok,X Koto Diatas,,PDG-SLK,PDG10000,PDG20900,C,C,RING 2,SUM-UT
PDG21703,PDG,SUMATERA,Solok,X Koto Singkarak,,PDG-SLK,PDG10000,PDG20900,C,C,RING 2,SUM-UT
PDG21704,PDG,SUMATERA,Solok,Bukit Sundi,,PDG-SLK,PDG10000,PDG20900,C,C,RING 2,SUM-UT
PDG21705,PDG,SUMATERA,Solok,Danau Kembar,,PDG-LBG,PDG10000,PDG21710,C,C,RING 2,SUM-UT
PDG21706,PDG,SUMATERA,Solok,Gunung Talang,,PDG-SLK,PDG10000,PDG20900,C,C,RING 2,SUM-UT
PDG21707,PDG,SUMATERA,Solok,Hiliran Gumanti,,PDG-LBG,PDG10000,PDG21710,C,C,RING 2,SUM-UT
PDG21708,PDG,SUMATERA,Solok,Junjung Sirih,,PDG-SLK,PDG10000,PDG20900,C,C,RING 2,SUM-UT
PDG21709,PDG,SUMATERA,Solok,Kubung,,PDG-SLK,PDG10000,PDG20900,C,C,RING 2,SUM-UT
PDG21710,PDG,SUMATERA,Solok,Lembah Gumanti,CABANG,PDG-LBG,PDG10000,PDG21710,C,C,RING 2,SUM-UT
PDG21711,PDG,SUMATERA,Solok,Lembang Jaya,,PDG-SLK,PDG10000,PDG20900,C,C,RING 2,SUM-UT
PDG21712,PDG,SUMATERA,Solok,Pantai Cermin,,PDG-PRO,PDG10000,PDG21800,C,C,RING 2,SUM-UT
PDG21713,PDG,SUMATERA,Solok,Payung Sekaki,,PDG-SLK,PDG10000,PDG20900,C,C,RING 2,SUM-UT
PDG21714,PDG,SUMATERA,Solok,Tigo Lurah,,PDG-SLK,PDG10000,PDG20900,C,C,RING 2,SUM-UT
PDG21800,PDG,SUMATERA,Kab. Solok Selatan,Padang Aro,CABANG,PDG-PRO,PDG10000,PDG21800,B,B,RING 2,SUM-UT
PDG21801,PDG,SUMATERA,Solok Selatan,Koto Parik Gadang Diateh,,PDG-PRO,PDG10000,PDG21800,C,C,RING 2,SUM-UT
PDG21802,PDG,SUMATERA,Solok Selatan,Sangir,,PDG-PRO,PDG10000,PDG21800,C,C,RING 2,SUM-UT
PDG21803,PDG,SUMATERA,Solok Selatan,Sangir Batang Hari,,PDG-PRO,PDG10000,PDG21800,C,C,RING 2,SUM-UT
PDG21804,PDG,SUMATERA,Solok Selatan,Sangir Jujuan,,PDG-PRO,PDG10000,PDG21800,C,C,RING 2,SUM-UT
PDG21805,PDG,SUMATERA,Solok Selatan,Sungai Pagu,,PDG-PRO,PDG10000,PDG21800,C,C,RING 2,SUM-UT
PDG21806,PDG,SUMATERA,Solok Selatan,Sangir Balai Janggo,,PDG-PRO,PDG10000,PDG21800,C,C,RING 2,SUM-UT
PDG21807,PDG,SUMATERA,Solok Selatan,Pauh Duo,,PDG-PRO,PDG10000,PDG21800,C,C,RING 2,SUM-UT
PDG21900,PDG,SUMATERA,Kab. Sijunjung,Muaro Sijunjung,CABANG,PDG-MUA,PDG10000,PDG21900,B,B,RING 2,SUM-UT
PDG21901,PDG,SUMATERA,Sijunjung,Koto VII,,PDG-MUA,PDG10000,PDG21900,C,C,RING 2,SUM-UT
PDG21903,PDG,SUMATERA,Sijunjung,IV Nagari,,PDG-MUA,PDG10000,PDG21900,C,C,RING 2,SUM-UT
