CABANG,DESTINATION,3LC,Zona,Regional,DESTINATION GROUP LZD,"FIRST ATTEMP ( REG & Jabo, Jabar, Banten )","FIRST ATTEMP ( REG & Jateng, Jatim, Bali )",FIRST ATTEMP ( REG & Others ),"REKOMENDASI RETURN ( REG & Jabo, Jabar, Banten )","REKOMENDASI RETURN ( REG & Jateng, Jatim, Bali )",REKOMENDASI RETURN ( REG & Others ),"REKOMENDASI OM ( REG & Jabo, Jabar, Banten )","REKOMENDASI OM ( REG & Jateng, Jatim, Bali )",REKOMENDASI OM ( REG & Others ),"BREACH ( REG & Jabo, Jabar, Banten)","BREACH ( REG & Jateng, Jatim, Bali)",BREACH ( REG & Others),"FIRST ATTEMP ( JTR & Jabo, Jabar, Banten )","FIRST ATTEMP ( JTR & Jabo, Jabar, Banten ).1",FIRST ATTEMP ( JTR & Others ),"REKOMENDASI RETURN ( JTR & Jabo, Jabar, Banten )","REKOMENDASI RETURN ( JTR & Jateng, Jatim, Bali )",REKOMENDASI RETURN ( JTR & Others ),"REKOMENDASI OM ( JTR & Jabo, Jabar, Banten )","REKOMENDASI OM ( JTR & Jateng, Jatim, Bali )",REKOMENDASI OM ( JTR & Others ),"BREACH ( JTR & Jabo, Jabar, Banten )","BREACH ( JTR & Jateng, Jatim, Bali )",BREACH ( JTR & Others )
MALAKA,KOE22004,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MALAKA,KOE22005,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
SABU,KOE22100,KOE,B,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
LABUAN BAJO,LBJ10000,LBJ,A,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LABUAN BAJO,LBJ10001,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LABUAN BAJO,LBJ10002,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LABUAN BAJO,LBJ10003,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LABUAN BAJO,LBJ10004,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LABUAN BAJO,LBJ10005,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BORONG,LBJ10100,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BORONG,LBJ10101,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BORONG,LBJ10102,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BORONG,LBJ10103,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BORONG,LBJ10104,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BORONG,LBJ10105,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BORONG,LBJ10106,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BORONG,LBJ10107,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BORONG,LBJ10108,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
RUTENG,LBJ10200,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
RUTENG,LBJ10201,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
RUTENG,LBJ10202,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
RUTENG,LBJ10203,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
RUTENG,LBJ10204,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
RUTENG,LBJ10205,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
RUTENG,LBJ10206,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
RUTENG,LBJ10207,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
RUTENG,LBJ10208,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
RUTENG,LBJ10209,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
RUTENG,LBJ10210,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,LBJ10300,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LABUAN BAJO,LBJ10301,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,LBJ10302,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LABUAN BAJO,LBJ10303,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LABUAN BAJO,LBJ10304,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,LBJ10305,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,LBJ10306,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,LBJ10307,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,LBJ10308,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,LBJ10309,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,LBJ10310,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,LBJ10311,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LABUAN BAJO,LBJ10312,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LABUAN BAJO,LBJ10313,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,LBJ10314,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,LBJ10315,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,LBJ10316,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LEMBATA,LBJ10317,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MBAY,LBJ10400,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MBAY,LBJ10401,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,LBJ10402,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,LBJ10403,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,LBJ10404,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MBAY,LBJ10405,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MBAY,LBJ10406,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MBAY,LBJ10407,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,LBJ10500,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,LBJ10501,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,LBJ10502,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,LBJ10503,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,LBJ10504,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,LBJ10505,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,LBJ10506,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,LBJ10507,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,LBJ10508,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,LBJ10509,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,LBJ10510,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,LBJ10511,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,LBJ10512,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,LBJ10513,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,LBJ10514,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,LBJ10515,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,LBJ10516,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,LBJ10517,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,LBJ10518,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,LBJ10519,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,LBJ10520,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MAUMERE,LBJ10600,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MAUMERE,LBJ10601,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MAUMERE,LBJ10602,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MAUMERE,LBJ10603,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MAUMERE,LBJ10604,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MAUMERE,LBJ10605,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MAUMERE,LBJ10606,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MAUMERE,LBJ10607,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MAUMERE,LBJ10608,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MAUMERE,LBJ10609,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MAUMERE,LBJ10610,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MAUMERE,LBJ10611,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MAUMERE,LBJ10612,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MAUMERE,LBJ10613,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MAUMERE,LBJ10614,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MAUMERE,LBJ10615,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MAUMERE,LBJ10616,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MAUMERE,LBJ10617,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MAUMERE,LBJ10618,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MAUMERE,LBJ10619,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MAUMERE,LBJ10620,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MAUMERE,LBJ10621,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LARANTUKA,LBJ10700,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LARANTUKA,LBJ10701,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LARANTUKA,LBJ10702,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LARANTUKA,LBJ10703,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LARANTUKA,LBJ10704,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LARANTUKA,LBJ10705,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LARANTUKA,LBJ10706,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LARANTUKA,LBJ10707,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LARANTUKA,LBJ10708,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LARANTUKA,LBJ10709,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LARANTUKA,LBJ10710,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LARANTUKA,LBJ10711,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LARANTUKA,LBJ10712,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LARANTUKA,LBJ10713,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LARANTUKA,LBJ10714,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LARANTUKA,LBJ10715,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LARANTUKA,LBJ10716,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LARANTUKA,LBJ10717,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LARANTUKA,LBJ10718,LBJ,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LEMBATA,LBJ10800,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LEMBATA,LBJ10801,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LEMBATA,LBJ10802,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LEMBATA,LBJ10803,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LEMBATA,LBJ10804,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LEMBATA,LBJ10805,LBJ,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LEMBATA,LBJ10806,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LEMBATA,LBJ10807,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LEMBATA,LBJ10808,LBJ,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
