KOLOM DUMMY,DEST_KCU,DEST_REGION,SERVICE,ORIGIN_CODE,DEST_CODE,SLA_LDR,SLA_BREACH,SLA Return
REGBTG20103KOE21601,KOE,JTBNN,REG,BTG20103,KOE21601,11,18,33
REGBTG20103KOE21602,KOE,JTBNN,REG,BTG20103,KOE21602,11,18,33
REGBTG20103KOE21604,KOE,JTBNN,REG,BTG20103,KOE21604,11,18,33
REGBTG20103KOE21605,KOE,JTBNN,REG,BTG20103,KOE21605,11,18,33
REGBTG20103KOE21607,KOE,JTBNN,REG,BTG20103,KOE21607,11,18,33
REGBTG20103KOE21609,KOE,JTBNN,REG,BTG20103,KOE21609,11,18,33
REGBDJ10200KOE21601,KOE,JTBNN,REG,BDJ10200,KOE21601,11,18,33
REGBDJ10200KOE21602,KOE,JTBNN,REG,BDJ10200,KOE21602,11,18,33
REGBDJ10200KOE21604,KOE,JTBNN,REG,BDJ10200,KOE21604,11,18,33
REGBDJ10200KOE21605,KOE,JTBNN,REG,BDJ10200,KOE21605,11,18,33
REGBDJ10200KOE21607,KOE,JTBNN,REG,BDJ10200,KOE21607,11,18,33
REGBDJ10200KOE21609,KOE,JTBNN,REG,BDJ10200,KOE21609,11,18,33
REGBDJ20700KOE21901,KOE,JTBNN,REG,BDJ20700,KOE21901,11,18,33
REGBDJ20700KOE21902,KOE,JTBNN,REG,BDJ20700,KOE21902,11,18,33
REGBDJ20700KOE21903,KOE,JTBNN,REG,BDJ20700,KOE21903,11,18,33
REGBDJ20700KOE21904,KOE,JTBNN,REG,BDJ20700,KOE21904,11,18,33
REGBDJ20700KOE21906,KOE,JTBNN,REG,BDJ20700,KOE21906,11,18,33
REGBDJ20700KOE21907,KOE,JTBNN,REG,BDJ20700,KOE21907,11,18,33
REGBDJ20700KOE21908,KOE,JTBNN,REG,BDJ20700,KOE21908,11,18,33
REGBDJ20700KOE21909,KOE,JTBNN,REG,BDJ20700,KOE21909,11,18,33
REGBDJ20700KOE21910,KOE,JTBNN,REG,BDJ20700,KOE21910,11,18,33
REGBDJ20700KOE21911,KOE,JTBNN,REG,BDJ20700,KOE21911,11,18,33
REGBDJ20700KOE21912,KOE,JTBNN,REG,BDJ20700,KOE21912,11,18,33
REGBDJ20700KOE21922,KOE,JTBNN,REG,BDJ20700,KOE21922,11,18,33
REGBDJ20700KOE21923,KOE,JTBNN,REG,BDJ20700,KOE21923,11,18,33
REGBDJ20700KOE21924,KOE,JTBNN,REG,BDJ20700,KOE21924,11,18,33
REGBDJ20700KOE21925,KOE,JTBNN,REG,BDJ20700,KOE21925,11,18,33
REGBDJ20700KOE21927,KOE,JTBNN,REG,BDJ20700,KOE21927,11,18,33
REGBDJ20700KOE21928,KOE,JTBNN,REG,BDJ20700,KOE21928,11,18,33
REGBDJ20700KOE21929,KOE,JTBNN,REG,BDJ20700,KOE21929,11,18,33
REGBDJ10200KOE21001,KOE,JTBNN,REG,BDJ10200,KOE21001,11,18,33
REGBDJ10200KOE21002,KOE,JTBNN,REG,BDJ10200,KOE21002,11,18,33
REGBDJ10200KOE21003,KOE,JTBNN,REG,BDJ10200,KOE21003,11,18,33
REGBDJ10200KOE21005,KOE,JTBNN,REG,BDJ10200,KOE21005,11,18,33
REGBDJ10200KOE21006,KOE,JTBNN,REG,BDJ10200,KOE21006,11,18,33
REGBDJ10200KOE21007,KOE,JTBNN,REG,BDJ10200,KOE21007,11,18,33
REGBDJ10200KOE21008,KOE,JTBNN,REG,BDJ10200,KOE21008,11,18,33
REGBDJ10200KOE21010,KOE,JTBNN,REG,BDJ10200,KOE21010,11,18,33
REGBDJ10200KOE21012,KOE,JTBNN,REG,BDJ10200,KOE21012,11,18,33
REGBDJ10200KOE21013,KOE,JTBNN,REG,BDJ10200,KOE21013,11,18,33
REGBDJ10200KOE21014,KOE,JTBNN,REG,BDJ10200,KOE21014,11,18,33
REGBDJ10200KOE21015,KOE,JTBNN,REG,BDJ10200,KOE21015,11,18,33
REGBDJ10200KOE21016,KOE,JTBNN,REG,BDJ10200,KOE21016,11,18,33
REGBDJ10200KOE21017,KOE,JTBNN,REG,BDJ10200,KOE21017,11,18,33
REGBDJ10200KOE21018,KOE,JTBNN,REG,BDJ10200,KOE21018,11,18,33
REGBDJ10200KOE21019,KOE,JTBNN,REG,BDJ10200,KOE21019,11,18,33
REGBDJ10200KOE21020,KOE,JTBNN,REG,BDJ10200,KOE21020,11,18,33
REGBDJ10200KOE21022,KOE,JTBNN,REG,BDJ10200,KOE21022,11,18,33
REGBDJ20700KOE21900,KOE,JTBNN,REG,BDJ20700,KOE21900,11,18,33
REGBDJ20700KOE21914,KOE,JTBNN,REG,BDJ20700,KOE21914,11,18,33
REGBDJ20700KOE21915,KOE,JTBNN,REG,BDJ20700,KOE21915,11,18,33
REGBDJ20700KOE21916,KOE,JTBNN,REG,BDJ20700,KOE21916,11,18,33
REGBDJ20700KOE21926,KOE,JTBNN,REG,BDJ20700,KOE21926,11,18,33
REGBTG10000KOE21600,KOE,JTBNN,REG,BTG10000,KOE21600,11,18,33
REGBTG10000KOE21606,KOE,JTBNN,REG,BTG10000,KOE21606,11,18,33
REGBTG10000KOE21610,KOE,JTBNN,REG,BTG10000,KOE21610,11,18,33
REGBTG20103KOE21600,KOE,JTBNN,REG,BTG20103,KOE21600,11,18,33
REGBTG20103KOE21606,KOE,JTBNN,REG,BTG20103,KOE21606,11,18,33
REGBTG20103KOE21610,KOE,JTBNN,REG,BTG20103,KOE21610,11,18,33
REGBDJ10200KOE21600,KOE,JTBNN,REG,BDJ10200,KOE21600,11,18,33
REGBDJ10200KOE21606,KOE,JTBNN,REG,BDJ10200,KOE21606,11,18,33
REGBDJ10200KOE21610,KOE,JTBNN,REG,BDJ10200,KOE21610,11,18,33
REGBDJ20200KOE21600,KOE,JTBNN,REG,BDJ20200,KOE21600,11,18,33
REGBDJ20200KOE21606,KOE,JTBNN,REG,BDJ20200,KOE21606,11,18,33
REGBDJ20200KOE21610,KOE,JTBNN,REG,BDJ20200,KOE21610,11,18,33
REGBDJ10500KOE21600,KOE,JTBNN,REG,BDJ10500,KOE21600,11,18,33
REGBDJ10500KOE21606,KOE,JTBNN,REG,BDJ10500,KOE21606,11,18,33
REGBDJ10500KOE21610,KOE,JTBNN,REG,BDJ10500,KOE21610,11,18,33
REGBDJ10000KOE21600,KOE,JTBNN,REG,BDJ10000,KOE21600,11,18,33
REGBDJ10000KOE21606,KOE,JTBNN,REG,BDJ10000,KOE21606,11,18,33
REGBDJ10000KOE21610,KOE,JTBNN,REG,BDJ10000,KOE21610,11,18,33
REGBPN10000KOE10100,KOE,JTBNN,REG,BPN10000,KOE10100,11,18,33
REGBPN10000KOE10104,KOE,JTBNN,REG,BPN10000,KOE10104,11,18,33
REGBPN10000KOE21500,KOE,JTBNN,REG,BPN10000,KOE21500,11,18,33
REGBPN10000KOE21501,KOE,JTBNN,REG,BPN10000,KOE21501,11,18,33
REGBTG10000KOE21100,KOE,JTBNN,REG,BTG10000,KOE21100,11,18,33
REGBTG10000KOE21107,KOE,JTBNN,REG,BTG10000,KOE21107,11,18,33
REGBTG20103KOE21100,KOE,JTBNN,REG,BTG20103,KOE21100,11,18,33
REGBTG20103KOE21107,KOE,JTBNN,REG,BTG20103,KOE21107,11,18,33
REGBDJ10200KOE21000,KOE,JTBNN,REG,BDJ10200,KOE21000,11,18,33
REGBDJ10200KOE21021,KOE,JTBNN,REG,BDJ10200,KOE21021,11,18,33
REGBDJ10200KOE21100,KOE,JTBNN,REG,BDJ10200,KOE21100,11,18,33
REGBDJ10200KOE21107,KOE,JTBNN,REG,BDJ10200,KOE21107,11,18,33
REGBDJ10200KOE21500,KOE,JTBNN,REG,BDJ10200,KOE21500,11,18,33
REGBDJ10200KOE21501,KOE,JTBNN,REG,BDJ10200,KOE21501,11,18,33
REGBDJ20200KOE21100,KOE,JTBNN,REG,BDJ20200,KOE21100,11,18,33
REGBDJ20200KOE21107,KOE,JTBNN,REG,BDJ20200,KOE21107,11,18,33
REGBDJ20200KOE21500,KOE,JTBNN,REG,BDJ20200,KOE21500,11,18,33
REGBDJ20200KOE21501,KOE,JTBNN,REG,BDJ20200,KOE21501,11,18,33
REGBDJ10300KOE21500,KOE,JTBNN,REG,BDJ10300,KOE21500,11,18,33
REGBDJ10300KOE21501,KOE,JTBNN,REG,BDJ10300,KOE21501,11,18,33
REGBDJ10500KOE21100,KOE,JTBNN,REG,BDJ10500,KOE21100,11,18,33
REGBDJ10500KOE21107,KOE,JTBNN,REG,BDJ10500,KOE21107,11,18,33
REGBDJ10500KOE21500,KOE,JTBNN,REG,BDJ10500,KOE21500,11,18,33
REGBDJ10500KOE21501,KOE,JTBNN,REG,BDJ10500,KOE21501,11,18,33
REGBDJ10400KOE21100,KOE,JTBNN,REG,BDJ10400,KOE21100,11,18,33
REGBDJ10400KOE21107,KOE,JTBNN,REG,BDJ10400,KOE21107,11,18,33
REGBDJ21300KOE21500,KOE,JTBNN,REG,BDJ21300,KOE21500,11,18,33
REGBDJ21300KOE21501,KOE,JTBNN,REG,BDJ21300,KOE21501,11,18,33
REGBDJ21300KOE21600,KOE,JTBNN,REG,BDJ21300,KOE21600,11,18,33
REGBDJ21300KOE21606,KOE,JTBNN,REG,BDJ21300,KOE21606,11,18,33
REGBDJ21300KOE21610,KOE,JTBNN,REG,BDJ21300,KOE21610,11,18,33
REGKDR10100KOE21900,KOE,JTBNN,REG,KDR10100,KOE21900,11,18,33
REGKDR10100KOE21914,KOE,JTBNN,REG,KDR10100,KOE21914,11,18,33
REGKDR10100KOE21915,KOE,JTBNN,REG,KDR10100,KOE21915,11,18,33
REGKDR10100KOE21916,KOE,JTBNN,REG,KDR10100,KOE21916,11,18,33
REGKDR10100KOE22100,KOE,JTBNN,REG,KDR10100,KOE22100,11,18,33
REGDJJ10000KOE21105,KOE,JTBNN,REG,DJJ10000,KOE21105,11,18,33
REGDJJ10000KOE21109,KOE,JTBNN,REG,DJJ10000,KOE21109,11,18,33
REGMES10600KOE10105,KOE,JTBNN,REG,MES10600,KOE10105,11,18,33
REGMES10600KOE21105,KOE,JTBNN,REG,MES10600,KOE21105,11,18,33
REGMES10600KOE21109,KOE,JTBNN,REG,MES10600,KOE21109,11,18,33
REGMES20200KOE21913,KOE,JTBNN,REG,MES20200,KOE21913,11,18,33
REGMES20200KOE21920,KOE,JTBNN,REG,MES20200,KOE21920,11,18,33
REGMES20700KOE21011,KOE,JTBNN,REG,MES20700,KOE21011,11,18,33
REGMES20700KOE21023,KOE,JTBNN,REG,MES20700,KOE21023,11,18,33
REGMES20700KOE21603,KOE,JTBNN,REG,MES20700,KOE21603,11,18,33
REGMES20700KOE21608,KOE,JTBNN,REG,MES20700,KOE21608,11,18,33
REGMES20700KOE21611,KOE,JTBNN,REG,MES20700,KOE21611,11,18,33
REGMES20200KOE20108,KOE,JTBNN,REG,MES20200,KOE20108,11,18,33
REGMES20200KOE20109,KOE,JTBNN,REG,MES20200,KOE20109,11,18,33
REGMES20200KOE20110,KOE,JTBNN,REG,MES20200,KOE20110,11,18,33
REGMES20200KOE20114,KOE,JTBNN,REG,MES20200,KOE20114,11,18,33
REGMES20200KOE20116,KOE,JTBNN,REG,MES20200,KOE20116,11,18,33
REGMES20200KOE21502,KOE,JTBNN,REG,MES20200,KOE21502,11,18,33
REGMES20200KOE21503,KOE,JTBNN,REG,MES20200,KOE21503,11,18,33
REGMES20200KOE21504,KOE,JTBNN,REG,MES20200,KOE21504,11,18,33
REGMES20200KOE21505,KOE,JTBNN,REG,MES20200,KOE21505,11,18,33
REGMES20200KOE21507,KOE,JTBNN,REG,MES20200,KOE21507,11,18,33
REGMES20200KOE21508,KOE,JTBNN,REG,MES20200,KOE21508,11,18,33
REGMES20200KOE21509,KOE,JTBNN,REG,MES20200,KOE21509,11,18,33
REGDTB20500KOE21502,KOE,JTBNN,REG,DTB20500,KOE21502,11,18,33
REGDTB20500KOE21503,KOE,JTBNN,REG,DTB20500,KOE21503,11,18,33
REGDTB20500KOE21504,KOE,JTBNN,REG,DTB20500,KOE21504,11,18,33
REGDTB20500KOE21505,KOE,JTBNN,REG,DTB20500,KOE21505,11,18,33
REGDTB20500KOE21507,KOE,JTBNN,REG,DTB20500,KOE21507,11,18,33
REGDTB20500KOE21508,KOE,JTBNN,REG,DTB20500,KOE21508,11,18,33
REGDTB20500KOE21509,KOE,JTBNN,REG,DTB20500,KOE21509,11,18,33
REGDTB20400KOE20303,KOE,JTBNN,REG,DTB20400,KOE20303,11,18,33
REGDTB20400KOE20304,KOE,JTBNN,REG,DTB20400,KOE20304,11,18,33
REGDTB20400KOE20309,KOE,JTBNN,REG,DTB20400,KOE20309,11,18,33
REGDTB20400KOE20311,KOE,JTBNN,REG,DTB20400,KOE20311,11,18,33
REGDTB20400KOE20313,KOE,JTBNN,REG,DTB20400,KOE20313,11,18,33
REGDTB20400KOE20314,KOE,JTBNN,REG,DTB20400,KOE20314,11,18,33
REGDTB20400KOE20315,KOE,JTBNN,REG,DTB20400,KOE20315,11,18,33
REGDTB20400KOE20317,KOE,JTBNN,REG,DTB20400,KOE20317,11,18,33
REGDTB20400KOE20319,KOE,JTBNN,REG,DTB20400,KOE20319,11,18,33
REGDTB20400KOE20320,KOE,JTBNN,REG,DTB20400,KOE20320,11,18,33
REGMES20601KOE20303,KOE,JTBNN,REG,MES20601,KOE20303,11,18,33
REGMES20601KOE20304,KOE,JTBNN,REG,MES20601,KOE20304,11,18,33
REGMES20601KOE20309,KOE,JTBNN,REG,MES20601,KOE20309,11,18,33
REGMES20601KOE20311,KOE,JTBNN,REG,MES20601,KOE20311,11,18,33
REGMES20601KOE20313,KOE,JTBNN,REG,MES20601,KOE20313,11,18,33
REGMES20601KOE20314,KOE,JTBNN,REG,MES20601,KOE20314,11,18,33
REGMES20601KOE20315,KOE,JTBNN,REG,MES20601,KOE20315,11,18,33
REGMES20601KOE20317,KOE,JTBNN,REG,MES20601,KOE20317,11,18,33
REGMES20601KOE20319,KOE,JTBNN,REG,MES20601,KOE20319,11,18,33
REGMES20601KOE20320,KOE,JTBNN,REG,MES20601,KOE20320,11,18,33
REGGTO10000KOE20303,KOE,JTBNN,REG,GTO10000,KOE20303,11,18,33
REGGTO10000KOE20304,KOE,JTBNN,REG,GTO10000,KOE20304,11,18,33
REGGTO10000KOE20309,KOE,JTBNN,REG,GTO10000,KOE20309,11,18,33
REGGTO10000KOE20311,KOE,JTBNN,REG,GTO10000,KOE20311,11,18,33
REGGTO10000KOE20313,KOE,JTBNN,REG,GTO10000,KOE20313,11,18,33
REGGTO10000KOE20314,KOE,JTBNN,REG,GTO10000,KOE20314,11,18,33
REGGTO10000KOE20315,KOE,JTBNN,REG,GTO10000,KOE20315,11,18,33
REGGTO10000KOE20317,KOE,JTBNN,REG,GTO10000,KOE20317,11,18,33
REGGTO10000KOE20319,KOE,JTBNN,REG,GTO10000,KOE20319,11,18,33
REGGTO10000KOE20320,KOE,JTBNN,REG,GTO10000,KOE20320,11,18,33
REGGTO20100KOE20303,KOE,JTBNN,REG,GTO20100,KOE20303,11,18,33
REGGTO20100KOE20304,KOE,JTBNN,REG,GTO20100,KOE20304,11,18,33
REGGTO20100KOE20309,KOE,JTBNN,REG,GTO20100,KOE20309,11,18,33
REGGTO20100KOE20311,KOE,JTBNN,REG,GTO20100,KOE20311,11,18,33
REGGTO20100KOE20313,KOE,JTBNN,REG,GTO20100,KOE20313,11,18,33
REGGTO20100KOE20314,KOE,JTBNN,REG,GTO20100,KOE20314,11,18,33
REGGTO20100KOE20315,KOE,JTBNN,REG,GTO20100,KOE20315,11,18,33
REGGTO20100KOE20317,KOE,JTBNN,REG,GTO20100,KOE20317,11,18,33
REGGTO20100KOE20319,KOE,JTBNN,REG,GTO20100,KOE20319,11,18,33
REGGTO20100KOE20320,KOE,JTBNN,REG,GTO20100,KOE20320,11,18,33
REGKDI20100KOE21502,KOE,JTBNN,REG,KDI20100,KOE21502,11,18,33
REGKDI20100KOE21503,KOE,JTBNN,REG,KDI20100,KOE21503,11,18,33
REGKDI20100KOE21504,KOE,JTBNN,REG,KDI20100,KOE21504,11,18,33
REGKDI20100KOE21505,KOE,JTBNN,REG,KDI20100,KOE21505,11,18,33
REGKDI20100KOE21507,KOE,JTBNN,REG,KDI20100,KOE21507,11,18,33
REGKDI20100KOE21508,KOE,JTBNN,REG,KDI20100,KOE21508,11,18,33
REGKDI20100KOE21509,KOE,JTBNN,REG,KDI20100,KOE21509,11,18,33
REGKDI10000KOE21603,KOE,JTBNN,REG,KDI10000,KOE21603,11,18,33
REGKDI10000KOE21608,KOE,JTBNN,REG,KDI10000,KOE21608,11,18,33
REGKDI10000KOE21611,KOE,JTBNN,REG,KDI10000,KOE21611,11,18,33
REGMDC10000KOE21603,KOE,JTBNN,REG,MDC10000,KOE21603,11,18,33
REGMDC10000KOE21608,KOE,JTBNN,REG,MDC10000,KOE21608,11,18,33
REGMDC10000KOE21611,KOE,JTBNN,REG,MDC10000,KOE21611,11,18,33
REGKDI10000KOE10105,KOE,JTBNN,REG,KDI10000,KOE10105,11,18,33
REGKDI10000KOE21105,KOE,JTBNN,REG,KDI10000,KOE21105,11,18,33
REGKDI10000KOE21109,KOE,JTBNN,REG,KDI10000,KOE21109,11,18,33
REGJOG10000KOE20700,KOE,JTBNN,REG,JOG10000,KOE20700,11,18,33
REGJOG20400KOE20200,KOE,JTBNN,REG,JOG20400,KOE20200,11,18,33
REGJOG20400KOE21100,KOE,JTBNN,REG,JOG20400,KOE21100,11,18,33
REGJOG20400KOE21105,KOE,JTBNN,REG,JOG20400,KOE21105,11,18,33
REGJOG20400KOE21106,KOE,JTBNN,REG,JOG20400,KOE21106,11,18,33
REGJOG20400KOE21107,KOE,JTBNN,REG,JOG20400,KOE21107,11,18,33
REGJOG20400KOE21108,KOE,JTBNN,REG,JOG20400,KOE21108,11,18,33
REGJOG20400KOE21109,KOE,JTBNN,REG,JOG20400,KOE21109,11,18,33
REGJOG20400KOE21500,KOE,JTBNN,REG,JOG20400,KOE21500,11,18,33
REGJOG20500KOE20200,KOE,JTBNN,REG,JOG20500,KOE20200,11,18,33
REGMDN10100KOE21920,KOE,JTBNN,REG,MDN10100,KOE21920,11,18,33
REGMDN10100KOE21921,KOE,JTBNN,REG,MDN10100,KOE21921,11,18,33
REGMDN20300KOE10100,KOE,JTBNN,REG,MDN20300,KOE10100,11,18,33
REGMDN20300KOE10101,KOE,JTBNN,REG,MDN20300,KOE10101,11,18,33
REGMDN20300KOE10102,KOE,JTBNN,REG,MDN20300,KOE10102,11,18,33
REGMDN20300KOE10103,KOE,JTBNN,REG,MDN20300,KOE10103,11,18,33
REGMDN20300KOE10104,KOE,JTBNN,REG,MDN20300,KOE10104,11,18,33
REGMDN20300KOE21601,KOE,JTBNN,REG,MDN20300,KOE21601,11,18,33
REGMDN20300KOE21602,KOE,JTBNN,REG,MDN20300,KOE21602,11,18,33
REGMDN20300KOE21603,KOE,JTBNN,REG,MDN20300,KOE21603,11,18,33
REGMDN20300KOE21605,KOE,JTBNN,REG,MDN20300,KOE21605,11,18,33
REGMDN20300KOE21607,KOE,JTBNN,REG,MDN20300,KOE21607,11,18,33
REGMDN20300KOE21608,KOE,JTBNN,REG,MDN20300,KOE21608,11,18,33
REGMDN20300KOE21609,KOE,JTBNN,REG,MDN20300,KOE21609,11,18,33
REGMDN20300KOE21610,KOE,JTBNN,REG,MDN20300,KOE21610,11,18,33
REGMDN20300KOE21611,KOE,JTBNN,REG,MDN20300,KOE21611,11,18,33
REGMDN20400KOE20204,KOE,JTBNN,REG,MDN20400,KOE20204,11,18,33
REGMDN20400KOE20205,KOE,JTBNN,REG,MDN20400,KOE20205,11,18,33
REGMDN20400KOE20206,KOE,JTBNN,REG,MDN20400,KOE20206,11,18,33
REGMDN20400KOE20207,KOE,JTBNN,REG,MDN20400,KOE20207,11,18,33
REGMDN20400KOE20208,KOE,JTBNN,REG,MDN20400,KOE20208,11,18,33
REGMDN20400KOE21601,KOE,JTBNN,REG,MDN20400,KOE21601,11,18,33
REGMDN20400KOE21602,KOE,JTBNN,REG,MDN20400,KOE21602,11,18,33
REGMDN20400KOE21603,KOE,JTBNN,REG,MDN20400,KOE21603,11,18,33
REGMDN20400KOE21605,KOE,JTBNN,REG,MDN20400,KOE21605,11,18,33
REGMDN20400KOE21607,KOE,JTBNN,REG,MDN20400,KOE21607,11,18,33
REGMDN20400KOE21608,KOE,JTBNN,REG,MDN20400,KOE21608,11,18,33
REGMDN20400KOE21609,KOE,JTBNN,REG,MDN20400,KOE21609,11,18,33
REGMDN20400KOE21610,KOE,JTBNN,REG,MDN20400,KOE21610,11,18,33
REGMDN20400KOE21611,KOE,JTBNN,REG,MDN20400,KOE21611,11,18,33
REGMDN20200KOE20203,KOE,JTBNN,REG,MDN20200,KOE20203,11,18,33
REGMDN20200KOE20204,KOE,JTBNN,REG,MDN20200,KOE20204,11,18,33
REGMDN20200KOE20205,KOE,JTBNN,REG,MDN20200,KOE20205,11,18,33
REGMDN20200KOE20206,KOE,JTBNN,REG,MDN20200,KOE20206,11,18,33
REGMDN20200KOE20207,KOE,JTBNN,REG,MDN20200,KOE20207,11,18,33
REGMDN20200KOE20208,KOE,JTBNN,REG,MDN20200,KOE20208,11,18,33
REGMDN20200KOE20209,KOE,JTBNN,REG,MDN20200,KOE20209,11,18,33
REGMDN20200KOE20210,KOE,JTBNN,REG,MDN20200,KOE20210,11,18,33
REGMDN20200KOE20211,KOE,JTBNN,REG,MDN20200,KOE20211,11,18,33
REGMDN20200KOE20212,KOE,JTBNN,REG,MDN20200,KOE20212,11,18,33
REGMDN20200KOE20213,KOE,JTBNN,REG,MDN20200,KOE20213,11,18,33
REGMDN20200KOE20214,KOE,JTBNN,REG,MDN20200,KOE20214,11,18,33
REGMDN20200KOE20215,KOE,JTBNN,REG,MDN20200,KOE20215,11,18,33
REGMDN20200KOE20216,KOE,JTBNN,REG,MDN20200,KOE20216,11,18,33
REGMDN20200KOE20217,KOE,JTBNN,REG,MDN20200,KOE20217,11,18,33
REGMES10000KOE10105,KOE,JTBNN,REG,MES10000,KOE10105,11,18,33
REGMES10000KOE20102,KOE,JTBNN,REG,MES10000,KOE20102,11,18,33
REGMES10000KOE20108,KOE,JTBNN,REG,MES10000,KOE20108,11,18,33
REGMES10000KOE20114,KOE,JTBNN,REG,MES10000,KOE20114,11,18,33
REGMES10000KOE20115,KOE,JTBNN,REG,MES10000,KOE20115,11,18,33
REGMES10000KOE20116,KOE,JTBNN,REG,MES10000,KOE20116,11,18,33
REGMES10000KOE20117,KOE,JTBNN,REG,MES10000,KOE20117,11,18,33
REGMES10000KOE20118,KOE,JTBNN,REG,MES10000,KOE20118,11,18,33
REGMES10000KOE20119,KOE,JTBNN,REG,MES10000,KOE20119,11,18,33
REGDJB20700KOE20301,KOE,JTBNN,REG,DJB20700,KOE20301,11,18,33
REGDJB20700KOE20302,KOE,JTBNN,REG,DJB20700,KOE20302,11,18,33
REGDJB20700KOE20303,KOE,JTBNN,REG,DJB20700,KOE20303,11,18,33
REGDJB20700KOE20304,KOE,JTBNN,REG,DJB20700,KOE20304,11,18,33
REGDJB20700KOE20305,KOE,JTBNN,REG,DJB20700,KOE20305,11,18,33
REGDJB20700KOE20306,KOE,JTBNN,REG,DJB20700,KOE20306,11,18,33
REGDJB20700KOE20307,KOE,JTBNN,REG,DJB20700,KOE20307,11,18,33
REGDJB20700KOE20309,KOE,JTBNN,REG,DJB20700,KOE20309,11,18,33
REGDJB20700KOE20310,KOE,JTBNN,REG,DJB20700,KOE20310,11,18,33
REGDJB20700KOE20311,KOE,JTBNN,REG,DJB20700,KOE20311,11,18,33
REGDJB20700KOE20312,KOE,JTBNN,REG,DJB20700,KOE20312,11,18,33
REGDJB20700KOE20313,KOE,JTBNN,REG,DJB20700,KOE20313,11,18,33
REGDJB20700KOE20314,KOE,JTBNN,REG,DJB20700,KOE20314,11,18,33
REGDJB20700KOE20315,KOE,JTBNN,REG,DJB20700,KOE20315,11,18,33
REGDJB20700KOE20316,KOE,JTBNN,REG,DJB20700,KOE20316,11,18,33
REGDJB20700KOE20317,KOE,JTBNN,REG,DJB20700,KOE20317,11,18,33
REGDJB20700KOE20318,KOE,JTBNN,REG,DJB20700,KOE20318,11,18,33
REGDJB20700KOE20319,KOE,JTBNN,REG,DJB20700,KOE20319,11,18,33
REGDJB20700KOE20320,KOE,JTBNN,REG,DJB20700,KOE20320,11,18,33
REGDJB20700KOE20321,KOE,JTBNN,REG,DJB20700,KOE20321,11,18,33
REGDJB20700KOE20322,KOE,JTBNN,REG,DJB20700,KOE20322,11,18,33
REGDJB20700KOE20323,KOE,JTBNN,REG,DJB20700,KOE20323,11,18,33
REGDJB20700KOE20324,KOE,JTBNN,REG,DJB20700,KOE20324,11,18,33
REGDJB20900KOE20301,KOE,JTBNN,REG,DJB20900,KOE20301,11,18,33
REGDJB20900KOE20302,KOE,JTBNN,REG,DJB20900,KOE20302,11,18,33
REGDJB20900KOE20303,KOE,JTBNN,REG,DJB20900,KOE20303,11,18,33
REGDJB20900KOE20304,KOE,JTBNN,REG,DJB20900,KOE20304,11,18,33
REGDJB20900KOE20305,KOE,JTBNN,REG,DJB20900,KOE20305,11,18,33
REGDJB20900KOE20306,KOE,JTBNN,REG,DJB20900,KOE20306,11,18,33
REGDJB20900KOE20307,KOE,JTBNN,REG,DJB20900,KOE20307,11,18,33
REGDJB20900KOE20309,KOE,JTBNN,REG,DJB20900,KOE20309,11,18,33
REGDJB20900KOE20310,KOE,JTBNN,REG,DJB20900,KOE20310,11,18,33
REGDJB20900KOE20311,KOE,JTBNN,REG,DJB20900,KOE20311,11,18,33
REGDJB20900KOE20312,KOE,JTBNN,REG,DJB20900,KOE20312,11,18,33
REGDJB20900KOE20313,KOE,JTBNN,REG,DJB20900,KOE20313,11,18,33
REGDJB20900KOE20314,KOE,JTBNN,REG,DJB20900,KOE20314,11,18,33
REGDJB20900KOE20315,KOE,JTBNN,REG,DJB20900,KOE20315,11,18,33
REGDJB20900KOE20316,KOE,JTBNN,REG,DJB20900,KOE20316,11,18,33
REGDJB20900KOE20317,KOE,JTBNN,REG,DJB20900,KOE20317,11,18,33
REGDJB20900KOE20318,KOE,JTBNN,REG,DJB20900,KOE20318,11,18,33
REGDJB20900KOE20319,KOE,JTBNN,REG,DJB20900,KOE20319,11,18,33
REGDJB20900KOE20320,KOE,JTBNN,REG,DJB20900,KOE20320,11,18,33
REGDJB20900KOE20321,KOE,JTBNN,REG,DJB20900,KOE20321,11,18,33
REGDJB20900KOE20322,KOE,JTBNN,REG,DJB20900,KOE20322,11,18,33
REGDJB20900KOE20323,KOE,JTBNN,REG,DJB20900,KOE20323,11,18,33
REGDJB20900KOE20324,KOE,JTBNN,REG,DJB20900,KOE20324,11,18,33
REGMDN20300KOE10105,KOE,JTBNN,REG,MDN20300,KOE10105,11,18,33
REGMDN20400KOE20209,KOE,JTBNN,REG,MDN20400,KOE20209,11,18,33
REGMDN20400KOE20210,KOE,JTBNN,REG,MDN20400,KOE20210,11,18,33
REGMDN20400KOE20211,KOE,JTBNN,REG,MDN20400,KOE20211,11,18,33
REGMDN20400KOE20212,KOE,JTBNN,REG,MDN20400,KOE20212,11,18,33
REGMDN20400KOE20213,KOE,JTBNN,REG,MDN20400,KOE20213,11,18,33
REGMDN20400KOE20214,KOE,JTBNN,REG,MDN20400,KOE20214,11,18,33
REGMDN20400KOE20215,KOE,JTBNN,REG,MDN20400,KOE20215,11,18,33
REGMDN20400KOE20216,KOE,JTBNN,REG,MDN20400,KOE20216,11,18,33
REGMDN20400KOE20217,KOE,JTBNN,REG,MDN20400,KOE20217,11,18,33
